Nombre,CodigoBarra,Categoria,FechaCaducidad,Marca,Precio,Stock
Jugo Natural Light 948,1000000000948,Granos,2029-06-28,CampoReal,50.85,25
Pan Integral Extra 949,1000000000949,Lacteos,2028-11-24,Bimbo,91.18,110
Sal Marina Clasico 950,1000000000950,Frutas,2027-10-30,DelValle,25.43,7
Arroz Blanco Premium 951,1000000000951,Despensa,2026-10-02,DelCampo,31.78,24
Sal Marina Premium 952,1000000000952,Granos,2029-03-08,LaVaquita,87.53,143
Aceite Vegetal Clasico 953,1000000000953,Frutas,2026-08-17,NutriPlus,26.23,17
Cafe Molido Premium 954,1000000000954,Frutas,2026-01-14,Bimbo,95.26,132
Azucar Morena Extra 955,1000000000955,Lacteos,2028-11-27,LaMilpa,4.7,20
Chocolate Negro Extra 956,1000000000956,Panaderia,2027-12-23,FreshCo,36.87,28
Jugo Natural Light 957,1000000000957,Despensa,2026-05-20,DelValle,85.89,124
Yogurt Fresa Natural 958,1000000000958,Panaderia,2026-06-13,LaMilpa,36.84,130
Yogurt Fresa Clasico 959,1000000000959,Granos,2026-07-02,FreshCo,84.21,28
Mermelada Fresa Light 960,1000000000960,Lacteos,2026-10-21,Bimbo,24.69,87
Cereal Avena Premium 961,1000000000961,Granos,2028-03-29,LaMilpa,12.46,121
Pan Integral Natural 962,1000000000962,Despensa,2026-02-08,Sabroso,86.44,51
Cafe Molido Clasico 963,1000000000963,Bebidas,2028-10-06,CampoReal,15.33,129
Yogurt Fresa Natural 964,1000000000964,Frutas,2028-05-17,Bimbo,50.5,180
Cereal Avena Natural 965,1000000000965,Frutas,2028-06-10,LaVaquita,82.08,184
Cereal Avena Premium 966,1000000000966,Frutas,2028-12-12,DelCampo,23.04,8
Galletas Chocolate Natural 967,1000000000967,Granos,2028-05-16,NutriPlus,40.83,77
Cafe Molido Extra 968,1000000000968,Frutas,2028-04-04,FreshCo,16.22,104
Sopa Instantanea Premium 969,1000000000969,Bebidas,2029-11-12,Cremoso,4.63,52
Cafe Molido Light 970,1000000000970,Despensa,2026-07-07,Bimbo,28.64,130
Pan Integral Light 971,1000000000971,Lacteos,2029-07-05,DelCampo,7.41,39
Cereal Avena Natural 972,1000000000972,Lacteos,2026-11-30,DelCampo,60.82,66
Jugo Natural Light 973,1000000000973,Despensa,2026-11-03,FreshCo,18.99,102
Sal Marina Light 974,1000000000974,Bebidas,2029-07-18,FreshCo,91.25,146
Mermelada Fresa Natural 975,1000000000975,Granos,2027-07-14,CampoReal,47.7,31
Yogurt Fresa Premium 976,1000000000976,Granos,2028-05-01,DelValle,36.56,115
Pasta Espagueti Natural 977,1000000000977,Frutas,2029-12-26,Cremoso,94.04,148
Yogurt Fresa Natural 978,1000000000978,Despensa,2028-09-10,Bimbo,99.39,179
Arroz Blanco Clasico 979,1000000000979,Frutas,2028-05-07,Bimbo,19.42,54
Sal Marina Natural 980,1000000000980,Granos,2029-07-25,Bimbo,41.74,62
Arroz Blanco Clasico 981,1000000000981,Panaderia,2029-01-22,CampoReal,53.06,3
Queso Crema Light 982,1000000000982,Despensa,2028-04-20,Bimbo,83.07,76
Sal Marina Clasico 983,1000000000983,Lacteos,2029-11-17,FreshCo,12.51,140
Galletas Chocolate Clasico 984,1000000000984,Bebidas,2027-03-25,Cremoso,31.61,129
Cafe Molido Extra 985,1000000000985,Bebidas,2028-11-11,LaMilpa,40.19,11
Queso Crema Light 986,1000000000986,Lacteos,2028-06-12,DelCampo,60.42,145
Pasta Espagueti Light 987,1000000000987,Lacteos,2026-10-13,DelCampo,9.63,162
Atun Enlatado Premium 988,1000000000988,Despensa,2026-10-16,DelCampo,75.93,188
Pasta Espagueti Extra 989,1000000000989,Frutas,2029-11-07,Bimbo,37.52,37
Atun Enlatado Premium 990,1000000000990,Bebidas,2028-06-25,FreshCo,91.56,114
Atun Enlatado Natural 991,1000000000991,Frutas,2027-05-25,Bimbo,29.0,91
Cereal Avena Premium 992,1000000000992,Frutas,2027-03-10,LaMilpa,95.87,61
Arroz Blanco Light 993,1000000000993,Bebidas,2028-11-18,Sabroso,68.24,6
Aceite Vegetal Natural 994,1000000000994,Granos,2029-05-12,CampoReal,64.58,114
Azucar Morena Extra 995,1000000000995,Frutas,2028-09-12,LaMilpa,49.01,41
Pan Integral Natural 996,1000000000996,Panaderia,2028-10-21,CampoReal,3.38,23
Manzana Roja Extra 997,1000000000997,Frutas,2028-10-17,FreshCo,71.33,192
Sal Marina Extra 998,1000000000998,Lacteos,2028-07-14,FreshCo,27.54,2
Chocolate Negro Premium 999,1000000000999,Bebidas,2027-03-17,LaMilpa,23.51,71
